date,open,high,low,close,,,
11/5/2015,210.43,210.98,209.09,210.15,,,
11/6/2015,209.74,210.32,208.46,210.04,,,
11/9/2015,209.31,209.49,206.95,208.08,,,
11/10/2015,207.51,208.6,207.19,208.56,,,
11/11/2015,208.88,208.94,207.66,207.74,,,
11/12/2015,206.5,207.06,204.82,204.84,,,
11/13/2015,204.35,204.67,202.44,202.54,,,
11/16/2015,202.32,205.69,202.18,205.62,,,
11/17/2015,205.99,207.04,204.88,205.47,,,
11/18/2015,206.04,208.9,205.99,208.73,,,
11/19/2015,208.59,209.05,208.2,208.55,,,
11/20/2015,209.45,210.12,208.86,209.31,,,
11/23/2015,209.38,209.98,208.52,209.07,,,
11/24/2015,207.87,209.83,207.41,209.35,,,
11/25/2015,209.5,209.74,209.01,209.32,,,
11/27/2015,209.43,209.8,208.86,209.56,,,
11/30/2015,209.75,209.89,208.56,208.69,,,
12/1/2015,209.44,210.82,209.11,210.68,,,
12/2/2015,210.62,211,208.23,208.53,,,
12/3/2015,208.83,209.15,204.75,205.61,,,
12/4/2015,205.61,209.97,205.61,209.62,,,
12/7/2015,209.23,209.73,207.2,208.35,,,
12/8/2015,206.49,208.29,205.78,206.95,,,
12/9/2015,206.19,208.68,204.18,205.34,,,
12/10/2015,205.42,207.43,205.14,205.87,,,
12/11/2015,203.35,204.14,201.51,201.88,,,
12/14/2015,202.07,203.05,199.95,202.9,,,
12/15/2015,204.7,206.11,202.87,205.03,,,
12/16/2015,206.37,208.39,204.8,208.03,,,
12/17/2015,208.4,208.48,204.84,204.86,,,
12/18/2015,202.77,202.93,199.83,200.02,,,
12/21/2015,201.41,201.88,200.09,201.67,,,
12/22/2015,202.72,203.85,201.55,203.5,,,
12/23/2015,204.69,206.07,204.58,206.02,,,
12/24/2015,205.72,206.33,205.42,205.68,,,
12/28/2015,204.86,205.26,203.94,205.21,,,
12/29/2015,206.51,207.79,206.47,207.4,,,
12/30/2015,207.11,207.21,205.76,205.93,,,
12/31/2015,205.13,205.89,203.87,203.87,,,
1/4/2016,200.49,201.03,198.59,201.02,,,
1/5/2016,201.4,201.9,200.05,201.36,,,
1/6/2016,198.34,200.06,197.6,198.82,,,
1/7/2016,195.33,197.44,193.59,194.05,,,
1/8/2016,195.19,195.85,191.58,191.92,,,
1/11/2016,193.01,193.41,189.82,192.11,,,
1/12/2016,193.82,194.55,191.14,193.66,,,
1/13/2016,194.45,194.86,188.38,188.83,,,
1/14/2016,189.55,193.26,187.66,191.93,,,
1/15/2016,186.77,188.76,185.52,187.81,,,
1/19/2016,189.96,190.11,186.2,188.06,,,
1/20/2016,185.03,187.5,181.02,185.65,,,
1/21/2016,186.21,188.87,184.64,186.69,,,
1/22/2016,189.78,190.76,188.88,190.52,,,
1/25/2016,189.92,190.15,187.41,187.64,,,
1/26/2016,188.42,190.53,188.02,190.2,,,
1/27/2016,189.58,191.56,187.06,188.13,,,
1/28/2016,189.96,190.2,187.16,189.11,,,
1/29/2016,190.02,193.88,189.88,193.72,,,
2/1/2016,192.53,194.58,191.84,193.65,,,
2/2/2016,191.96,191.97,189.54,190.16,,,
2/3/2016,191.41,191.78,187.1,191.3,,,
2/4/2016,190.71,192.75,189.96,191.6,,,
2/5/2016,190.99,191.67,187.2,187.95,,,
2/8/2016,185.77,186.12,182.8,185.42,,,
2/9/2016,183.36,186.94,183.2,185.43,,,
2/10/2016,186.41,188.34,185.12,185.27,,,
2/11/2016,182.34,184.1,181.09,182.86,,,
2/12/2016,184.96,186.65,183.96,186.63,,,
2/16/2016,188.77,189.81,187.63,189.78,,,
2/17/2016,191.16,193.32,191.01,192.88,,,
2/18/2016,193.2,193.27,191.72,192.09,,,
2/19/2016,191.17,192.18,190.45,192,,,
2/22/2016,193.87,194.95,193.79,194.78,,,
2/23/2016,194,194.32,192.18,192.32,,,
2/24/2016,190.63,193.53,189.32,193.2,,,
2/25/2016,193.73,195.55,192.83,195.54,,,
2/26/2016,196.57,196.68,194.9,195.09,,,
2/29/2016,195.11,196.23,193.33,193.56,,,
3/1/2016,195.01,198.21,194.45,198.11,,,
3/2/2016,197.74,199.06,197.25,199,,,
3/3/2016,198.79,199.8,198.11,199.78,,,
3/4/2016,200.01,201.35,199.03,200.43,,,
3/7/2016,199.34,201.07,199.25,200.59,,,
3/8/2016,199.32,199.92,198.21,198.4,,,
3/9/2016,199.36,199.79,198.43,199.38,,,
3/10/2016,199.96,201.07,197.38,199.54,,,
3/11/2016,201.26,202.81,199.52,202.76,,,
3/14/2016,202.16,203.04,201.77,202.5,,,
3/15/2016,201.36,202.53,201.05,202.17,,,
3/16/2016,201.6,203.82,201.55,203.34,,,
3/17/2016,203.24,205.23,202.77,204.63,,,
3/18/2016,204.17,204.78,203.8,204.38,,,
3/21/2016,204.07,204.94,203.8,204.67,,,
3/22/2016,203.76,205.23,203.57,204.56,,,
3/23/2016,204.11,204.33,203.01,203.21,,,
3/24/2016,202,203.16,201.74,203.12,,,
3/28/2016,203.61,203.86,202.71,203.24,,,
3/29/2016,202.76,205.25,202.4,205.12,,,
3/30/2016,206.3,206.87,205.59,206.02,,,
3/31/2016,205.91,206.41,205.33,205.52,,,
4/1/2016,204.35,207.14,203.98,206.92,,,
4/4/2016,206.83,207.07,205.89,206.25,,,
4/5/2016,204.67,206.26,203.89,204.19,,,
4/6/2016,204.19,206.49,203.98,206.42,,,
4/7/2016,205.14,205.56,203.09,203.95,,,
4/8/2016,205.34,205.85,203.87,204.5,,,
4/11/2016,205.25,206.07,203.91,204.02,,,
4/12/2016,204.22,206.25,203.7,205.92,,,
4/13/2016,207,208.1,206.84,208,,,
4/14/2016,208.07,208.6,207.6,208.01,,,
4/15/2016,208.01,208.17,207.4,207.78,,,
4/18/2016,207.78,209.28,207,209.24,,,
4/19/2016,209.74,210.2,208.94,209.9,,,
4/20/2016,209.95,210.92,209.39,210.1,,,
4/21/2016,210.12,210.25,208.65,208.97,,,
4/22/2016,208.55,209.29,207.91,208.97,,,
4/25/2016,208.26,208.66,207.54,208.61,,,
4/26/2016,209.04,209.52,208.36,208.92,,,
4/27/2016,208.47,209.81,208.05,209.35,,,
4/28/2016,208.46,209.76,206.96,207.45,,,
4/29/2016,206.72,207.13,205.03,206.33,,,
5/2/2016,206.92,208.18,206.41,207.97,,,
5/3/2016,206.52,206.8,205.28,206.16,,,
5/4/2016,204.99,205.85,204.42,205.01,,,
5/5/2016,205.56,205.98,204.47,204.97,,,
5/6/2016,204.06,205.77,203.88,205.72,,,
5/9/2016,205.57,206.4,205.36,205.89,,,
5/10/2016,206.72,208.47,206.64,208.45,,,
5/11/2016,207.91,208.54,206.5,206.5,,,
5/12/2016,207.29,207.49,205.37,206.56,,,
5/13/2016,206.21,206.86,204.38,204.76,,,
5/16/2016,204.96,207.34,204.89,206.78,,,
5/17/2016,206.46,206.8,204.23,204.85,,,
5/18/2016,204.44,206.3,203.63,204.91,,,
5/19/2016,204.06,204.54,202.78,204.2,,,
5/20/2016,204.92,206.1,204.86,205.49,,,
5/23/2016,205.51,205.84,204.99,205.21,,,
5/24/2016,206.17,208.24,206.14,207.87,,,
5/25/2016,208.67,209.77,207.87,209.28,,,
5/26/2016,209.44,209.71,208.97,209.34,,,
5/27/2016,209.53,210.25,209.47,210.24,,,
5/31/2016,210.56,210.69,209.18,209.84,,,
6/1/2016,209.12,210.48,208.89,210.27,,,
6/2/2016,209.8,210.93,209.24,210.91,,,
6/3/2016,210.25,210.69,208.86,210.28,,,
6/6/2016,210.7,211.77,210.51,211.35,,,
6/7/2016,211.53,212.34,211.5,211.68,,,
6/8/2016,211.84,212.52,211.69,212.37,,,
6/9/2016,211.51,212.22,211.19,212.08,,,
6/10/2016,210.46,210.86,209.43,210.07,,,
6/13/2016,209.36,210.37,208.35,208.45,,,
6/14/2016,208,208.74,206.92,208.04,,,
6/15/2016,208.04,209.36,207.53,207.75,,,
6/16/2016,207.75,208.57,205.59,208.37,,,
6/17/2016,207.17,207.2,205.75,206.52,,,
6/20/2016,208.82,209.61,207.75,207.85,,,
6/21/2016,208.3,208.92,207.78,208.44,,,
6/22/2016,208.65,209.5,207.93,208.1,,,
6/23/2016,209.81,210.87,209.27,210.81,,,
6/24/2016,203.63,210.85,202.72,203.24,,,
6/27/2016,201.59,201.6,198.65,199.6,,,
6/28/2016,201.48,203.23,201.12,203.2,,,
6/29/2016,204.84,206.93,204.72,206.66,,,
6/30/2016,207.21,209.54,206.56,209.48,,,
7/1/2016,209.48,210.49,209.29,209.92,,,
7/5/2016,208.95,209.08,207.71,208.41,,,
7/6/2016,207.83,209.8,207.06,209.66,,,
7/7/2016,209.87,210.65,208.63,209.53,,,
7/8/2016,211.05,212.94,210.78,212.65,,,
7/11/2016,213.19,214.07,212.95,213.4,,,
7/12/2016,214.53,215.3,213.43,214.95,,,
7/13/2016,215.44,215.45,214.35,214.92,,,
7/14/2016,216.4,216.67,215.66,216.12,,,
7/15/2016,216.78,217.01,215.31,215.83,,,
7/18/2016,215.97,216.6,215.67,216.41,,,
7/19/2016,215.92,216.23,215.63,216.19,,,
7/20/2016,216.19,217.37,216.19,217.09,,,
7/21/2016,216.96,217.22,215.75,216.27,,,
7/22/2016,216.41,217.3,216.1,217.24,,,
7/25/2016,217,217.06,215.97,216.65,,,
7/26/2016,216.53,217.17,215.76,216.75,,,
7/27/2016,217.19,217.27,215.62,216.52,,,
7/28/2016,216.29,217.11,215.75,216.77,,,
7/29/2016,216.46,217.54,216.13,217.12,,,
8/1/2016,217.19,217.65,216.41,216.94,,,
8/2/2016,216.65,216.83,214.57,215.55,,,
8/3/2016,215.48,216.25,215.13,216.18,,,
8/4/2016,216.31,216.78,214.25,216.41,,,
8/5/2016,216.41,218.23,216.41,218.18,,,
8/8/2016,218.4,218.52,217.74,218.05,,,
8/9/2016,218.13,218.76,217.8,218.18,,,
8/10/2016,218.31,218.4,217.23,217.64,,,
8/11/2016,218.26,218.94,217.95,218.65,,,
8/12/2016,218.29,218.71,217.99,218.46,,,
8/15/2016,218.89,219.5,218.88,219.09,,,
8/16/2016,218.6,218.68,217.96,217.96,,,
8/17/2016,218,218.53,217.02,218.37,,,
8/18/2016,218.34,218.9,218.21,218.86,,,
8/19/2016,218.31,218.75,217.74,218.54,,,
8/22/2016,218.26,218.8,217.83,218.53,,,
8/23/2016,219.25,219.6,218.9,218.97,,,
8/24/2016,218.8,218.91,217.36,217.85,,,
8/25/2016,217.4,218.19,217.22,217.7,,,
8/26/2016,217.92,219.12,216.25,217.29,,,
8/29/2016,217.44,218.67,217.4,218.36,,,
8/30/2016,218.26,218.59,217.35,218,,,
8/31/2016,217.61,217.75,216.47,217.38,,,
9/1/2016,217.37,217.73,216.03,217.39,,,
9/2/2016,218.39,218.87,217.7,218.37,,,
9/6/2016,218.7,219.12,217.86,219.03,,,
9/7/2016,218.84,219.22,218.3,219.01,,,
9/8/2016,218.62,218.94,218.15,218.51,,,
9/9/2016,216.97,217.03,213.25,213.28,,,
9/12/2016,212.39,216.81,212.31,216.34,,,
9/13/2016,214.84,215.15,212.5,213.23,,,
9/14/2016,213.29,214.7,212.5,213.15,,,
9/15/2016,212.96,215.73,212.75,215.28,,,
9/16/2016,213.48,213.69,212.57,213.37,,,
9/19/2016,214.13,214.88,213.03,213.41,,,
9/20/2016,214.41,214.59,213.38,213.42,,,
9/21/2016,214.24,216.03,213.44,215.82,,,
9/22/2016,217,217.53,216.71,217.18,,,
9/23/2016,216.72,216.88,215.88,215.99,,,
9/26/2016,215.02,215.23,214.01,214.24,,,
9/27/2016,214.05,215.68,213.62,215.57,,,
9/28/2016,215.83,216.82,214.71,216.64,,,
9/29/2016,216.4,216.87,214.04,214.68,,,
9/30/2016,215.65,217.12,215.36,216.3,,,
10/3/2016,215.82,216.04,215.04,215.78,,,
10/4/2016,215.91,216.17,213.99,214.68,,,
10/5/2016,215.41,216.13,215.33,215.63,,,
10/6/2016,215.37,216.04,214.74,215.78,,,
10/7/2016,216.1,216.3,214.19,215.04,,,
10/10/2016,216.16,216.7,215.99,216.16,,,
10/11/2016,215.66,215.74,212.58,213.43,,,
10/12/2016,213.59,214.32,213.01,213.71,,,
10/13/2016,212.16,213.59,211.21,213.01,,,
10/14/2016,214.15,214.69,213.03,213.12,,,
10/17/2016,213.09,213.39,212.17,212.38,,,
10/18/2016,214.24,214.31,213.27,213.71,,,
10/19/2016,214.02,214.64,213.6,214.28,,,
10/20/2016,213.87,214.53,213.11,213.88,,,
10/21/2016,213.88,214.08,212.76,213.98,,,
10/24/2016,215,215.32,214.48,214.89,,,
10/25/2016,214.68,214.98,213.98,214.17,,,
10/26/2016,213.21,214.42,212.93,213.74,,,
10/27/2016,214.58,214.62,213.08,213.17,,,
10/28/2016,213.14,213.93,211.71,212.54,,,
10/31/2016,212.93,213.19,212.36,212.55,,,
11/1/2016,212.93,212.99,209.6,211.01,,,
11/2/2016,210.65,211.1,209.23,209.74,,,
11/3/2016,209.99,210.24,208.46,208.78,,,
11/4/2016,208.91,209.89,208.38,208.55,,,
11/7/2016,208.55,213.19,208.55,213.15,,,
11/8/2016,212.69,214.77,212.38,214.11,,,
11/9/2016,212.37,217.1,212.34,216.38,,,
11/10/2016,217.3,218.31,215.22,216.92,,,
11/11/2016,216.08,216.7,215.32,216.42,,,
11/14/2016,217.03,217.27,215.72,216.59,,,
11/15/2016,217.04,218.28,216.8,218.28,,,
11/16/2016,217.56,218.14,217.42,217.87,,,
11/17/2016,218.05,219.06,217.92,218.99,,,
11/18/2016,219.07,219.27,218.29,218.5,,,
11/21/2016,219.17,220.18,219,220.15,,,
11/22/2016,220.51,220.79,219.73,220.58,,,
11/23/2016,219.98,220.76,219.75,220.7,,,
11/25/2016,221.1,221.56,221.01,221.52,,,
11/28/2016,221.16,221.48,220.36,220.48,,,
11/29/2016,220.52,221.44,220.17,220.91,,,
11/30/2016,221.63,221.82,220.31,220.38,,,
12/1/2016,220.73,220.73,219.15,219.57,,,
12/2/2016,219.67,220.25,219.26,219.68,,,
12/5/2016,220.65,221.4,220.42,221,,,
12/6/2016,221.22,221.74,220.66,221.7,,,
12/7/2016,221.52,224.67,221.38,224.6,,,
12/8/2016,224.57,225.7,224.26,225.15,,,
12/9/2016,225.41,226.53,225.37,226.51,,,
12/12/2016,226.4,226.96,225.76,226.25,,,
12/13/2016,227.02,228.34,227,227.76,,,
12/14/2016,227.41,228.23,225.37,225.88,,,
12/15/2016,226.16,227.81,225.89,226.81,,,
12/16/2016,226.01,226.08,224.67,225.04,,,
12/19/2016,225.25,226.02,225.08,225.53,,,
12/20/2016,226.15,226.57,225.88,226.4,,,
12/21/2016,226.25,226.45,225.77,225.77,,,
12/22/2016,225.6,225.74,224.92,225.38,,,
12/23/2016,225.43,225.72,225.21,225.71,,,
12/27/2016,226.02,226.73,226,226.27,,,
12/28/2016,226.57,226.59,224.27,224.4,,,
12/29/2016,224.48,224.89,223.84,224.35,,,
12/30/2016,224.73,224.83,222.73,223.53,,,
1/3/2017,225.04,225.83,223.88,225.24,,,
1/4/2017,225.62,226.75,225.61,226.58,,,
1/5/2017,226.27,226.58,225.48,226.4,,,
1/6/2017,226.53,227.75,225.9,227.21,,,
1/9/2017,226.91,227.07,226.42,226.46,,,
1/10/2017,226.48,227.45,226.01,226.46,,,
1/11/2017,226.36,227.1,225.59,227.1,,,
1/12/2017,226.5,226.75,224.96,226.53,,,
1/13/2017,226.73,227.4,226.69,227.05,,,
1/17/2017,226.31,226.78,225.8,226.25,,,
1/18/2017,226.54,226.8,225.9,226.75,,,
1/19/2017,226.84,227,225.41,225.91,,,
1/20/2017,226.7,227.31,225.97,226.74,,,
1/23/2017,226.74,226.81,225.27,226.15,,,
1/24/2017,226.4,228.08,226.27,227.6,,,
1/25/2017,228.7,229.57,228.51,229.57,,,
1/26/2017,229.4,229.71,229.01,229.33,,,
1/27/2017,229.42,229.59,228.76,228.97,,,
1/30/2017,228.17,228.2,226.41,227.55,,,
1/31/2017,226.98,227.6,226.32,227.53,,,
2/1/2017,227.53,228.59,226.94,227.62,,,
2/2/2017,227.62,228.1,226.82,227.77,,,
2/3/2017,228.82,229.55,228.46,229.34,,,
2/6/2017,228.87,229.33,228.54,228.93,,,
2/7/2017,229.38,229.66,228.72,228.94,,,
2/8/2017,228.94,229.39,228.31,229.24,,,
2/9/2017,229.24,230.95,229.24,230.6,,,
2/10/2017,231,231.77,230.62,231.51,,,
2/13/2017,232.08,233.07,232.05,232.77,,,
2/14/2017,232.56,233.71,232.16,233.7,,,
2/15/2017,233.45,235.14,233.39,234.92,,,
2/16/2017,234.95,235.16,233.85,234.72,,,
2/17/2017,233.95,235.09,233.93,235.09,,,
2/21/2017,235.52,236.69,235.51,236.49,,,
2/22/2017,236.02,236.54,235.83,236.28,,,
2/23/2017,236.88,236.9,235.56,236.44,,,
2/24/2017,235.46,236.79,235.41,236.74,,,
2/27/2017,236.64,237.31,236.35,237.11,,,
2/28/2017,236.67,236.95,236.02,236.47,,,
3/1/2017,238.39,240.32,238.37,239.78,,,
3/2/2017,239.56,239.57,238.21,238.27,,,
3/3/2017,238.17,238.61,237.73,238.42,,,
3/6/2017,237.5,238.12,237.01,237.71,,,
3/7/2017,237.36,237.77,236.76,237,,,
3/8/2017,237.34,237.64,236.4,236.56,,,
3/9/2017,236.7,237.24,235.74,236.86,,,
3/10/2017,237.97,238.02,236.59,237.69,,,
3/13/2017,237.62,237.86,237.24,237.81,,,
3/14/2017,237.18,237.24,236.19,236.9,,,
3/15/2017,237.56,239.44,237.29,238.95,,,
3/16/2017,239.11,239.2,238.1,238.48,,,
3/17/2017,237.75,237.97,237.03,237.03,,,
3/20/2017,237.03,237.36,236.32,236.77,,,
3/21/2017,237.47,237.61,233.58,233.73,,,
3/22/2017,233.77,234.61,233.05,234.28,,,
3/23/2017,234.28,235.34,233.6,234.03,,,
3/24/2017,234.38,235.04,232.96,233.86,,,
3/27/2017,231.93,233.92,231.61,233.62,,,
3/28/2017,233.27,235.81,233.14,235.32,,,
3/29/2017,234.99,235.81,234.73,235.54,,,
3/30/2017,235.47,236.52,235.27,236.29,,,
3/31/2017,235.9,236.51,235.68,235.74,,,
4/3/2017,235.8,236.03,233.91,235.33,,,
4/4/2017,235,235.58,234.56,235.48,,,
4/5/2017,236.26,237.39,234.54,234.78,,,
4/6/2017,234.94,236.04,234.43,235.44,,,
4/7/2017,235.15,236,234.64,235.2,,,
4/10/2017,235.36,236.26,234.73,235.34,,,
4/11/2017,234.9,235.18,233.34,235.06,,,
4/12/2017,234.74,234.96,233.77,234.03,,,
4/13/2017,233.64,234.49,232.51,232.51,,,
4/17/2017,233.11,234.57,232.88,234.57,,,
4/18/2017,233.72,234.49,233.08,233.87,,,
4/19/2017,234.52,234.95,233.18,233.44,,,
4/20/2017,234.15,235.85,233.78,235.34,,,
4/21/2017,235.25,235.31,234.13,234.59,,,
4/24/2017,237.18,237.41,234.56,237.17,,,
4/25/2017,237.91,238.95,237.81,238.55,,,
4/26/2017,238.51,239.53,238.35,238.4,,,
4/27/2017,238.77,238.95,237.98,238.6,,,
4/28/2017,238.9,238.93,237.93,238.08,,,
5/1/2017,238.68,239.17,238.2,238.68,,,
5/2/2017,238.84,238.98,238.3,238.77,,,
5/3/2017,238.77,238.88,237.7,238.48,,,
5/4/2017,238.83,238.92,237.78,238.76,,,
5/5/2017,239.19,239.72,238.68,239.7,,,
5/8/2017,239.75,239.92,239.17,239.66,,,
5/9/2017,239.96,240.19,239.04,239.44,,,
5/10/2017,239.39,239.87,239.15,239.87,,,
5/11/2017,239.35,239.57,238.13,239.38,,,
5/12/2017,239.09,239.43,238.67,238.98,,,
5/15/2017,239.47,240.44,239.45,240.3,,,
5/16/2017,240.64,240.67,239.63,240.08,,,
5/17/2017,240.08,240.08,235.75,235.82,,,
5/18/2017,235.73,237.75,235.43,236.77,,,
5/19/2017,237.33,239.08,237.27,238.31,,,
5/22/2017,238.9,239.71,238.82,239.52,,,
5/23/2017,239.95,240.24,239.51,240.05,,,
5/24/2017,240.32,240.73,239.93,240.61,,,
5/25/2017,241.2,242.08,240.96,241.76,,,
5/26/2017,241.54,241.9,241.45,241.71,,,
5/30/2017,241.34,241.79,241.16,241.5,,,
5/31/2017,241.84,241.88,240.64,241.44,,,
6/1/2017,241.97,243.38,241.64,243.36,,,
6/2/2017,243.42,244.35,243.08,244.17,,,
6/5/2017,243.97,244.3,243.76,243.99,,,
6/6/2017,243.34,243.98,243.12,243.21,,,
6/7/2017,243.6,243.92,242.83,243.66,,,
6/8/2017,243.77,244.33,243.17,243.78,,,
6/9/2017,244.09,245.01,241.95,243.41,,,
6/12/2017,243.13,243.42,242.38,243.36,,,
6/13/2017,243.98,244.61,243.58,244.55,,,
6/14/2017,244.86,244.87,243.29,244.24,,,
6/15/2017,242.68,243.91,242.36,243.77,,,
6/16/2017,242.77,242.83,241.63,242.64,,,
6/19/2017,243.59,244.73,243.48,244.66,,,
6/20/2017,244.25,244.26,242.99,243.01,,,
6/21/2017,243.46,243.59,242.41,242.95,,,
6/22/2017,242.96,243.53,242.64,242.84,,,
6/23/2017,242.91,243.51,242.47,243.13,,,
6/26/2017,243.9,244.38,243.05,243.29,,,
6/27/2017,243.04,243.38,241.31,241.33,,,
6/28/2017,242.5,243.72,242.23,243.49,,,
6/29/2017,243.66,243.72,239.96,241.35,,,
6/30/2017,242.28,242.71,241.58,241.8,,,
7/3/2017,242.88,243.38,242.21,242.21,,,
7/5/2017,242.63,243.01,241.7,242.77,,,
7/6/2017,241.89,242.03,240.34,240.55,,,
7/7/2017,241.21,242.28,240.56,242.11,,,
7/10/2017,241.95,242.8,241.76,242.37,,,
7/11/2017,242.16,242.55,240.85,242.19,,,
7/12/2017,243.3,244.2,243.3,244.01,,,
7/13/2017,244.02,244.55,243.76,244.42,,,
7/14/2017,244.43,245.97,244.31,245.56,,,
7/17/2017,245.47,245.91,245.33,245.53,,,
7/18/2017,245.06,245.72,244.67,245.66,,,
7/19/2017,246.02,247,246.01,246.99,,,
7/20/2017,247.28,247.42,246.47,247.1,,,
7/21/2017,246.44,246.91,246.18,246.88,,,
7/24/2017,246.79,246.98,246.28,246.82,,,
7/25/2017,247.68,247.8,247.16,247.42,,,
7/26/2017,247.75,247.79,247.13,247.43,,,
7/27/2017,247.96,248,245.68,247.2,,,
7/28/2017,246.65,247.06,246.13,246.91,,,
7/31/2017,247.37,247.48,246.53,246.77,,,
8/1/2017,247.46,247.5,246.716,247.32,,,
8/2/2017,247.47,247.6,246.37,247.44,,,
8/3/2017,247.31,247.34,246.64,246.96,,,
8/4/2017,247.52,247.79,246.97,247.41,,,
8/7/2017,247.49,247.87,247.37,247.87,,,
8/8/2017,247.51,248.91,246.83,247.26,,,
8/9/2017,246.47,247.31,246.06,247.25,,,
8/10/2017,246.29,246.44,243.7,243.76,,,
8/11/2017,244.02,244.8,243.75,244.12,,,
8/14/2017,245.59,246.79,245.55,246.54,,,
8/15/2017,246.98,247,246.16,246.51,,,
8/16/2017,247.11,247.57,246.45,246.94,,,
8/17/2017,246.24,246.6,243.09,243.09,,,
8/18/2017,242.9,244.19,242.2,242.71,,,
8/21/2017,242.64,243.2,241.83,242.9,,,
8/22/2017,243.57,245.62,243.55,245.44,,,
8/23/2017,244.33,245.05,244.16,244.56,,,
8/24/2017,245,245.18,243.75,243.99,,,
8/25/2017,244.9,245.61,244.39,244.56,,,
8/28/2017,245.17,245.2,244.09,244.57,,,
8/29/2017,243.06,245.15,242.93,244.85,,,
8/30/2017,244.83,246.32,244.62,246.01,,,
8/31/2017,246.72,247.77,246.05,247.49,,,
9/1/2017,247.92,248.33,247.67,247.84,,,
9/5/2017,247.26,247.52,244.95,246.06,,,
9/6/2017,246.84,247.28,246.23,246.9,,,
9/7/2017,247.25,247.27,246.4,246.87,,,
9/8/2017,246.54,247.11,246.3,246.58,,,
9/11/2017,248.04,249.3,248.02,249.21,,,
9/12/2017,249.63,250.09,249.42,250.05,,,
9/13/2017,249.72,250.21,249.59,250.17,,,
9/14/2017,249.8,250.32,249.6,250.09,,,
9/15/2017,248.69,249.29,248.57,249.19,,,
9/18/2017,249.61,250.12,249.28,249.72,,,
9/19/2017,250,250.07,249.6,249.97,,,
9/20/2017,250.07,250.19,248.92,250.06,,,
9/21/2017,249.88,249.98,249.19,249.39,,,
9/22/2017,249.05,249.63,249.02,249.44,,,
9/25/2017,249.15,249.55,248.08,248.93,,,
9/26/2017,249.42,249.7,248.81,249.08,,,
9/27/2017,249.88,250.49,248.87,250.05,,,
9/28/2017,249.73,250.44,249.63,250.35,,,
9/29/2017,250.34,251.32,250.13,251.23,,,
10/2/2017,251.49,252.32,251.29,252.32,,,
10/3/2017,252.32,252.89,252.23,252.86,,,
10/4/2017,252.69,253.44,252.56,253.16,,,
10/5/2017,253.54,254.68,253.2,254.66,,,
10/6/2017,254.15,254.7,253.85,254.37,,,
10/9/2017,254.63,254.7,253.65,253.95,,,
10/10/2017,254.6,255.05,253.98,254.62,,,
10/11/2017,254.51,255.02,254.32,255.02,,,
10/12/2017,254.66,255.06,254.37,254.64,,,
10/13/2017,255.14,255.27,254.64,254.95,,,
10/16/2017,255.21,255.51,254.82,255.29,,,
10/17/2017,255.23,255.52,254.98,255.47,,,
10/18/2017,255.9,255.95,255.5,255.72,,,
10/19/2017,254.83,255.83,254.35,255.79,,,
10/20/2017,256.7,257.14,255.77,257.11,,,
10/23/2017,257.48,257.51,256.02,256.11,,,
10/24/2017,256.6,256.83,256.15,256.56,,,
10/25/2017,256.18,256.31,254,255.29,,,
10/26/2017,255.99,256.3,255.48,255.62,,,
10/27/2017,256.47,257.89,255.63,257.71,,,
10/30/2017,256.47,257.6,256.41,256.75,,,
10/31/2017,257.18,257.44,256.81,257.15,,,
11/1/2017,258.04,258.43,257.07,257.49,,,
11/2/2017,257.41,257.75,256.19,257.59,,,
11/3/2017,257.77,258.5,257.3,258.45,,,
11/6/2017,258.3,259,258.22,258.85,,,
11/7/2017,258.97,259.35,258.09,258.67,,,
11/8/2017,258.47,259.22,258.15,259.11,,,
11/9/2017,257.73,258.39,256.36,258.17,,,
11/10/2017,257.73,258.29,257.37,258.09,,,
11/13/2017,257.31,258.59,257.27,258.33,,,
11/14/2017,257.41,257.85,256.52,257.73,,,
11/15/2017,256.62,257.22,255.63,256.44,,,
11/16/2017,257.52,259.04,257.47,258.62,,,
11/17/2017,258.22,258.59,257.77,257.86,,,
11/20/2017,258.14,258.52,257.86,258.3,,,
11/21/2017,259.18,260.2,258.26,259.99,,,
11/22/2017,260,260.15,259.57,259.76,,,
11/24/2017,260.32,260.48,260.16,260.36,,,
11/27/2017,260.41,260.75,260,260.23,,,
11/28/2017,260.76,262.9,260.65,262.87,,,
11/29/2017,263.02,263.63,262.2,262.71,,,
11/30/2017,263.76,266.05,263.67,265.01,,,
12/1/2017,264.76,265.31,260.76,264.46,,,
12/4/2017,266.31,266.8,264.08,264.14,,,
12/5/2017,263.19,265.15,263.04,263.19,,,
12/6/2017,263.3,263.73,262.71,263.24,,,
12/7/2017,264.07,264.43,262.94,264.07,,,
12/8/2017,265.16,265.52,264.03,265.51,,,
12/11/2017,266.31,266.38,265.48,266.31,,,
12/12/2017,267.21,267.32,266.35,266.78,,,
12/13/2017,267.06,267.56,266.65,266.75,,,
12/14/2017,267.09,267.22,265.6,265.66,,,
12/15/2017,265.45,267.04,265.39,266.51,,,
12/18/2017,268.1,268.6,267.98,268.2,,,
12/19/2017,268.48,268.53,267.09,267.17,,,
12/20/2017,268.27,268.33,266.69,267.03,,,
12/21/2017,267.74,268.39,267.3,267.58,,,
12/22/2017,267.6,267.64,266.9,267.51,,,
12/26/2017,267.05,267.44,266.89,267.19,,,
12/27/2017,267.38,267.73,267.01,267.32,,,
