date,open,high,low,close,,,
9/17/2013,170.46,171.11,170.46,171.07,,,
9/18/2013,171.01,173.52,170.58,173.05,,,
9/19/2013,173.52,173.6,172.59,172.76,,,
9/20/2013,172.33,172.33,170.58,170.72,,,
9/23/2013,170.49,170.65,169.39,169.93,,,
9/24/2013,169.9,170.53,169.21,169.53,,,
9/25/2013,169.64,169.98,168.89,169.04,,,
9/26/2013,169.32,170.17,169.05,169.69,,,
9/27/2013,168.84,169.14,168.47,168.91,,,
9/30/2013,167.48,168.54,167.15,168.01,,,
10/1/2013,168.14,169.5,167.97,169.34,,,
10/2/2013,168.35,169.34,167.83,169.18,,,
10/3/2013,168.79,168.94,166.84,167.62,,,
10/4/2013,167.75,169.06,167.53,168.89,,,
10/7/2013,167.42,168.45,167.25,167.43,,,
10/8/2013,167.4,167.62,165.36,165.48,,,
10/9/2013,165.8,166.2,164.53,165.6,,,
10/10/2013,167.29,169.26,167.23,169.17,,,
10/11/2013,168.91,170.32,168.77,170.26,,,
10/14/2013,169.21,171.08,169.08,170.94,,,
10/15/2013,170.51,171.15,169.47,169.7,,,
10/16/2013,170.72,172.16,170.64,172.07,,,
10/17/2013,171.37,173.32,171.34,173.22,,,
10/18/2013,173.86,174.51,173.51,174.39,,,
10/21/2013,174.45,174.75,174.01,174.4,,,
10/22/2013,174.91,175.93,174.43,175.41,,,
10/23/2013,174.81,174.89,173.96,174.57,,,
10/24/2013,174.92,175.37,174.51,175.15,,,
10/25/2013,175.51,176,175.17,175.95,,,
10/28/2013,175.89,176.47,175.7,176.23,,,
10/29/2013,176.63,177.24,176.38,177.17,,,
10/30/2013,177.38,177.51,175.66,176.29,,,
10/31/2013,176.15,176.89,175.53,175.79,,,
11/1/2013,176.02,176.61,175.22,176.21,,,
11/4/2013,176.69,176.9,175.98,176.83,,,
11/5/2013,176.14,176.75,175.57,176.27,,,
11/6/2013,177.03,177.5,176.54,177.17,,,
11/7/2013,177.5,177.64,174.76,174.93,,,
11/8/2013,174.87,177.31,174.85,177.29,,,
11/11/2013,177.12,177.53,176.91,177.32,,,
11/12/2013,176.94,177.36,176.37,176.96,,,
11/13/2013,176.09,178.43,176.09,178.38,,,
11/14/2013,178.54,179.42,178.25,179.27,,,
11/15/2013,179.56,180.12,179.33,180.05,,,
11/18/2013,180.35,180.5,179.02,179.42,,,
11/19/2013,179.33,179.87,178.72,179.03,,,
11/20/2013,179.39,179.93,177.98,178.47,,,
11/21/2013,178.97,180.05,178.86,179.91,,,
11/22/2013,179.98,180.83,179.77,180.81,,,
11/25/2013,181.13,181.17,180.37,180.63,,,
11/26/2013,180.72,181.22,180.41,180.68,,,
11/27/2013,180.87,181.24,180.65,181.12,,,
11/29/2013,181.32,181.75,180.8,181,,,
12/2/2013,181.09,181.43,180.25,180.53,,,
12/3/2013,179.94,180.39,179.17,179.75,,,
12/4/2013,179.1,180.48,178.35,179.73,,,
12/5/2013,179.41,179.74,178.77,178.94,,,
12/6/2013,180.67,181.11,180.15,180.94,,,
12/9/2013,181.47,181.67,181.16,181.4,,,
12/10/2013,180.98,181.36,180.64,180.75,,,
12/11/2013,180.82,180.85,178.5,178.72,,,
12/12/2013,178.64,178.86,177.76,178.13,,,
12/13/2013,178.5,178.66,177.77,178.11,,,
12/16/2013,178.95,179.81,178.9,179.22,,,
12/17/2013,179.38,179.41,178.25,178.65,,,
12/18/2013,178.92,181.73,177.32,181.7,,,
12/19/2013,181.18,181.7,180.71,181.49,,,
12/20/2013,180.69,181.99,180.57,181.56,,,
12/23/2013,182.45,182.64,182.07,182.53,,,
12/24/2013,182.54,183.01,182.53,182.93,,,
12/26/2013,183.34,183.96,183.32,183.86,,,
12/27/2013,184.1,184.18,183.66,183.85,,,
12/30/2013,183.87,184.02,183.58,183.82,,,
12/31/2013,184.07,184.69,183.93,184.69,,,
1/2/2014,183.98,184.07,182.48,182.92,,,
1/3/2014,183.23,183.6,182.63,182.89,,,
1/6/2014,183.49,183.56,182.08,182.36,,,
1/7/2014,183.09,183.79,182.95,183.48,,,
1/8/2014,183.45,183.83,182.89,183.52,,,
1/9/2014,184.11,184.13,182.8,183.64,,,
1/10/2014,183.95,184.22,183.01,184.14,,,
1/13/2014,183.67,184.18,181.34,181.69,,,
1/14/2014,182.29,183.77,181.95,183.67,,,
1/15/2014,184.1,184.94,183.71,184.66,,,
1/16/2014,184.28,184.66,183.83,184.42,,,
1/17/2014,184.1,184.45,183.32,183.64,,,
1/21/2014,184.7,184.77,183.05,184.18,,,
1/22/2014,184.49,184.57,183.91,184.3,,,
1/23/2014,183.37,183.4,181.82,182.79,,,
1/24/2014,181.6,181.66,178.83,178.89,,,
1/27/2014,179.06,179.52,177.12,178.01,,,
1/28/2014,178.14,179.3,178.12,179.07,,,
1/29/2014,177.58,178.55,176.88,177.35,,,
1/30/2014,178.83,179.81,178.26,179.23,,,
1/31/2014,177.01,179.29,176.92,178.18,,,
2/3/2014,177.97,178.37,173.83,174.17,,,
2/4/2014,174.95,175.84,174.11,175.39,,,
2/5/2014,174.78,175.56,173.71,175.17,,,
2/6/2014,175.58,177.48,175.22,177.48,,,
2/7/2014,178.31,179.87,177.73,179.68,,,
2/10/2014,179.7,180.07,179.21,180.01,,,
2/11/2014,180.16,182.44,180.04,181.98,,,
2/12/2014,182.25,182.83,181.71,182.07,,,
2/13/2014,180.84,183.2,180.83,183.01,,,
2/14/2014,182.84,184.36,182.67,184.02,,,
2/18/2014,184.18,184.49,183.65,184.24,,,
2/19/2014,183.76,184.95,182.87,183.02,,,
2/20/2014,183.27,184.52,182.6,184.1,,,
2/21/2014,184.45,184.89,183.8,183.89,,,
2/24/2014,184.28,186.15,184.2,184.91,,,
2/25/2014,185.06,185.59,184.23,184.84,,,
2/26/2014,185.11,185.6,184.33,184.85,,,
2/27/2014,184.58,185.87,184.37,185.82,,,
2/28/2014,185.79,187.15,185.05,186.29,,,
3/3/2014,184.65,185.45,183.75,184.98,,,
3/4/2014,186.79,187.98,186.75,187.58,,,
3/5/2014,187.74,188.07,187.45,187.75,,,
3/6/2014,188.21,188.61,187.78,188.18,,,
3/7/2014,188.96,188.96,187.43,188.26,,,
3/10/2014,187.97,188.23,187.08,188.16,,,
3/11/2014,188.44,188.71,186.8,187.23,,,
3/12/2014,186.32,187.35,185.9,187.28,,,
3/13/2014,187.84,187.99,184.66,185.18,,,
3/14/2014,184.85,185.8,184.44,184.66,,,
3/17/2014,185.59,186.77,185.51,186.33,,,
3/18/2014,186.71,187.91,186.51,187.66,,,
3/19/2014,187.68,187.94,185.47,186.66,,,
3/20/2014,186.25,187.89,185.92,187.75,,,
3/21/2014,187.71,189.02,186.03,186.2,,,
3/24/2014,186.84,187.07,184.62,185.43,,,
3/25/2014,186.37,186.94,185.27,186.31,,,
3/26/2014,187.04,187.34,184.92,184.97,,,
3/27/2014,184.75,185.34,183.9,184.58,,,
3/28/2014,185.11,186.42,185,185.49,,,
3/31/2014,186.67,187.3,185.52,187.01,,,
4/1/2014,187.62,188.36,187,188.25,,,
4/2/2014,188.49,189.13,188.14,188.88,,,
4/3/2014,189.17,189.22,188.05,188.63,,,
4/4/2014,189.66,189.7,186.1,186.4,,,
4/7/2014,185.95,186.26,183.96,184.34,,,
4/8/2014,184.26,185.4,183.59,185.1,,,
4/9/2014,185.6,187.15,185.06,187.09,,,
4/10/2014,187.08,187.17,182.93,183.16,,,
4/11/2014,182.14,183.42,181.31,181.51,,,
4/14/2014,182.93,183.37,181.44,182.94,,,
4/15/2014,183.32,184.33,181.51,184.2,,,
4/16/2014,185.47,186.14,184.65,186.13,,,
4/17/2014,185.88,186.91,185.56,186.39,,,
4/21/2014,186.44,187.1,186.21,187.04,,,
4/22/2014,187.23,188.4,187.13,187.89,,,
4/23/2014,187.82,187.92,187.3,187.45,,,
4/24/2014,188.37,188.39,186.93,187.83,,,
4/25/2014,187.22,187.33,185.87,186.29,,,
4/28/2014,187.05,187.69,184.96,186.88,,,
4/29/2014,187.48,188.04,187.08,187.75,,,
4/30/2014,187.44,188.5,187.18,188.31,,,
5/1/2014,188.22,188.84,187.73,188.33,,,
5/2/2014,188.31,189.14,187.78,188.06,,,
5/5/2014,187.14,188.55,186.62,188.42,,,
5/6/2014,188,188.13,186.74,186.78,,,
5/7/2014,187.41,187.97,186.01,187.88,,,
5/8/2014,187.71,189.05,187.08,187.68,,,
5/9/2014,187.71,188.04,186.83,187.96,,,
5/12/2014,188.8,189.88,188,189.79,,,
5/13/2014,190.04,190.42,189.77,189.96,,,
5/14/2014,189.79,189.88,188.79,189.06,,,
5/15/2014,188.68,188.72,186.48,187.4,,,
5/16/2014,187.51,188.13,186.72,188.05,,,
5/19/2014,187.69,188.89,187.52,188.74,,,
5/20/2014,188.65,188.67,187.07,187.55,,,
5/21/2014,188.09,189.22,188.06,189.13,,,
5/22/2014,189.18,189.98,188.86,189.59,,,
5/23/2014,189.76,190.48,189.59,190.35,,,
5/27/2014,191.06,191.58,190.95,191.52,,,
5/28/2014,191.52,191.82,191.06,191.38,,,
5/29/2014,191.82,192.4,191.33,192.37,,,
5/30/2014,192.19,192.8,192.03,192.68,,,
6/2/2014,192.95,192.99,191.97,192.9,,,
6/3/2014,192.43,192.9,192.25,192.8,,,
6/4/2014,192.47,193.3,192.27,193.19,,,
6/5/2014,193.41,194.65,192.7,194.45,,,
6/6/2014,194.87,195.43,194.78,195.38,,,
6/9/2014,195.35,196.05,195.17,195.58,,,
6/10/2014,195.34,195.64,194.92,195.6,,,
6/11/2014,194.9,195.12,194.48,194.92,,,
6/12/2014,194.69,194.8,193.11,193.54,,,
6/13/2014,193.92,194.32,193.3,194.13,,,
6/16/2014,193.89,194.7,193.66,194.29,,,
6/17/2014,194.02,194.97,193.81,194.83,,,
6/18/2014,194.83,196.37,194.4,196.26,,,
6/19/2014,196.43,196.6,195.8,196.48,,,
6/20/2014,196.03,196.1,195.7,195.94,,,
6/23/2014,195.99,196.05,195.52,195.88,,,
6/24/2014,195.53,196.5,194.48,194.7,,,
6/25/2014,194.29,195.78,194.25,195.58,,,
6/26/2014,195.61,195.63,194.13,195.44,,,
6/27/2014,194.98,195.88,194.89,195.82,,,
6/30/2014,195.7,196.17,195.53,195.72,,,
7/1/2014,196.2,197.63,196.13,197.03,,,
7/2/2014,197.05,197.48,196.96,197.23,,,
7/3/2014,197.79,198.29,197.64,198.2,,,
7/7/2014,197.82,197.98,197.22,197.51,,,
7/8/2014,197.15,197.22,195.76,196.24,,,
7/9/2014,196.73,197.3,196.31,197.12,,,
7/10/2014,195.22,196.86,195.06,196.34,,,
7/11/2014,196.22,196.75,195.78,196.61,,,
7/14/2014,197.61,197.86,197.44,197.6,,,
7/15/2014,197.72,198.1,196.36,197.23,,,
7/16/2014,198.11,198.26,197.42,197.96,,,
7/17/2014,197.35,198.1,195.43,195.71,,,
7/18/2014,196.35,197.91,196.24,197.71,,,
7/21/2014,197.09,197.5,196.43,197.34,,,
7/22/2014,198.01,198.56,197.87,198.2,,,
7/23/2014,198.5,198.85,198.1,198.64,,,
7/24/2014,198.83,199.06,198.45,198.65,,,
7/25/2014,198.09,198.26,197.33,197.72,,,
7/28/2014,197.76,198.09,196.62,197.8,,,
7/29/2014,198.17,198.45,196.92,196.95,,,
7/30/2014,197.65,197.91,196.16,196.98,,,
7/31/2014,195.61,195.78,192.97,193.09,,,
8/1/2014,192.56,193.76,191.57,192.5,,,
8/4/2014,192.87,194.3,192.05,193.89,,,
8/5/2014,193.1,193.6,191.31,192.01,,,
8/6/2014,191.11,192.89,191.08,192.07,,,
8/7/2014,192.94,193.13,190.55,191.03,,,
8/8/2014,191.46,193.37,190.95,193.24,,,
8/11/2014,193.97,194.66,193.71,193.8,,,
8/12/2014,193.61,194.15,192.94,193.53,,,
8/13/2014,194.29,195.06,193.96,194.84,,,
8/14/2014,195.16,195.76,194.98,195.76,,,
8/15/2014,196.47,196.65,194.31,195.72,,,
8/18/2014,196.8,197.45,196.69,197.36,,,
8/19/2014,197.84,198.54,197.44,198.39,,,
8/20/2014,198.12,199.16,198.08,198.92,,,
8/21/2014,199.09,199.76,198.93,199.5,,,
8/22/2014,199.34,199.69,198.74,199.19,,,
8/25/2014,200.14,200.59,199.15,200.2,,,
8/26/2014,200.33,200.82,200.28,200.33,,,
8/27/2014,200.43,200.57,199.94,200.25,,,
8/28/2014,199.59,200.27,199.39,200.14,,,
8/29/2014,200.45,200.73,199.82,200.71,,,
9/2/2014,200.97,201,199.86,200.61,,,
9/3/2014,201.38,201.41,200.22,200.5,,,
9/4/2014,200.84,201.58,199.66,200.21,,,
9/5/2014,200.17,201.19,199.41,201.11,,,
9/8/2014,200.92,201.21,200,200.59,,,
9/9/2014,200.41,200.55,198.91,199.32,,,
9/10/2014,199.43,200.2,198.77,200.07,,,
9/11/2014,199.27,200.33,199.12,200.3,,,
9/12/2014,200.1,200.12,198.56,199.13,,,
9/15/2014,199.16,199.32,198.38,198.98,,,
9/16/2014,198.61,200.84,198.5,200.48,,,
9/17/2014,200.77,201.68,199.75,200.75,,,
9/18/2014,201.36,201.85,201.1,201.82,,,
9/19/2014,201.52,201.9,200.29,200.7,,,
9/22/2014,200.35,200.38,198.73,199.15,,,
9/23/2014,198.43,199.26,197.95,198.01,,,
9/24/2014,198.04,199.69,197.52,199.56,,,
9/25/2014,199.04,199.05,196.27,196.34,,,
9/26/2014,196.7,198.39,196.42,197.9,,,
9/29/2014,196.2,197.89,196.05,197.54,,,
9/30/2014,197.69,198.3,196.61,197.02,,,
10/1/2014,196.7,196.77,193.91,194.35,,,
10/2/2014,194.18,195.06,192.35,194.38,,,
10/3/2014,195.68,196.94,195.08,196.52,,,
10/6/2014,197.34,197.6,195.58,196.29,,,
10/7/2014,195.28,195.72,193.22,193.26,,,
10/8/2014,193.37,196.92,192.36,196.64,,,
10/9/2014,196.33,196.6,192.58,192.74,,,
10/10/2014,192.69,193.65,190.49,190.54,,,
10/13/2014,190.46,191.15,187.3,187.41,,,
10/14/2014,188.42,189.82,187.04,187.7,,,
10/15/2014,185.16,187.69,181.92,186.43,,,
10/16/2014,183.06,187.58,182.89,186.27,,,
10/17/2014,188.42,189.75,187.62,188.47,,,
10/20/2014,188.13,190.45,188.07,190.3,,,
10/21/2014,191.68,194.2,191.48,194.07,,,
10/22/2014,194.41,194.91,192.61,192.69,,,
10/23/2014,194.62,196.2,194.26,194.93,,,
10/24/2014,195.25,196.49,194.49,196.43,,,
10/27/2014,195.73,196.45,195.03,196.16,,,
10/28/2014,196.82,198.42,196.73,198.41,,,
10/29/2014,198.55,199.12,196.8,198.11,,,
10/30/2014,197.58,199.95,197.4,199.38,,,
10/31/2014,201.78,201.82,200.77,201.66,,,
11/3/2014,201.92,202.45,201.31,201.77,,,
11/4/2014,201.23,201.6,200.06,201.07,,,
11/5/2014,202.54,202.59,201.45,202.34,,,
11/6/2014,202.39,203.26,201.64,203.15,,,
11/7/2014,203.17,203.6,202.61,203.34,,,
11/10/2014,203.38,204.04,203.13,203.98,,,
11/11/2014,204.06,204.31,203.65,204.18,,,
11/12/2014,203.35,204.24,203.31,203.96,,,
11/13/2014,204.16,204.83,203.21,204.19,,,
11/14/2014,204.1,204.49,203.72,204.24,,,
11/17/2014,203.85,204.58,203.65,204.37,,,
11/18/2014,204.44,205.92,204.44,205.55,,,
11/19/2014,205.31,205.55,204.3,205.22,,,
11/20/2014,204.26,205.71,204.18,205.58,,,
11/21/2014,207.64,207.84,205.98,206.68,,,
11/24/2014,207.17,207.39,206.91,207.26,,,
11/25/2014,207.54,207.79,206.8,207.11,,,
11/26/2014,207.29,207.76,207.03,207.64,,,
11/28/2014,207.49,207.87,206.91,207.2,,,
12/1/2014,206.4,206.54,205.38,205.76,,,
12/2/2014,205.81,207.34,205.78,207.09,,,
12/3/2014,207.3,208.15,207.1,207.89,,,
12/4/2014,207.54,208.27,206.7,207.66,,,
12/5/2014,207.87,208.47,207.55,208,,,
12/8/2014,207.52,208.12,205.93,206.61,,,
12/9/2014,204.37,206.6,203.91,206.47,,,
12/10/2014,205.91,205.98,202.93,203.16,,,
12/11/2014,203.88,206.19,203.71,204.19,,,
12/12/2014,202.64,203.82,200.85,200.89,,,
12/15/2014,201.98,202.53,198.78,199.51,,,
12/16/2014,198.58,202.4,197.86,197.91,,,
12/17/2014,198.44,202.34,198.29,201.79,,,
12/18/2014,204.74,212.97,203.92,206.78,,,
12/19/2014,206.43,207.33,205.61,206.52,,,
12/22/2014,206.75,207.47,206.46,207.47,,,
12/23/2014,208.17,208.23,207.4,207.75,,,
12/24/2014,208.02,208.34,207.72,207.77,,,
12/26/2014,208.31,208.85,208.25,208.44,,,
12/29/2014,208.22,208.97,208.14,208.72,,,
12/30/2014,208.21,208.37,207.51,207.6,,,
12/31/2014,207.99,208.19,205.39,205.54,,,
1/2/2015,206.38,206.88,204.18,205.43,,,
1/5/2015,204.17,204.37,201.35,201.72,,,
1/6/2015,202.09,202.72,198.86,199.82,,,
1/7/2015,201.42,202.72,200.88,202.31,,,
1/8/2015,204.01,206.16,203.99,205.9,,,
1/9/2015,206.4,206.42,203.51,204.25,,,
1/12/2015,204.41,204.6,201.92,202.65,,,
1/13/2015,204.12,205.48,200.51,202.08,,,
1/14/2015,199.65,201.1,198.57,200.86,,,
1/15/2015,201.63,202.01,198.88,199.02,,,
1/16/2015,198.77,201.82,198.55,201.63,,,
1/20/2015,202.4,202.72,200.17,202.06,,,
1/21/2015,201.5,203.66,200.94,203.08,,,
1/22/2015,203.99,206.26,202.33,206.1,,,
1/23/2015,205.79,206.1,204.81,204.97,,,
1/26/2015,204.71,205.56,203.85,205.45,,,
1/27/2015,202.97,204.12,201.74,202.74,,,
1/28/2015,204.17,204.29,199.91,200.14,,,
1/29/2015,200.38,202.3,198.68,201.99,,,
1/30/2015,200.57,202.17,199.13,199.45,,,
2/2/2015,200.05,202.03,197.86,201.92,,,
2/3/2015,203,204.85,202.55,204.84,,,
2/4/2015,203.92,205.38,203.51,204.06,,,
2/5/2015,204.86,206.3,204.77,206.12,,,
2/6/2015,206.56,207.24,204.92,205.55,,,
2/9/2015,204.77,205.64,204.14,204.63,,,
2/10/2015,205.88,207.12,204.68,206.81,,,
2/11/2015,206.61,207.45,205.83,206.93,,,
2/12/2015,207.89,208.99,206.97,208.92,,,
2/13/2015,209.07,209.84,208.76,209.78,,,
2/17/2015,209.4,210.32,209.1,210.11,,,
2/18/2015,209.66,210.22,209.34,210.13,,,
2/19/2015,209.41,210.42,209.24,209.98,,,
2/20/2015,209.48,211.33,208.73,211.24,,,
2/23/2015,210.94,211.21,210.48,211.21,,,
2/24/2015,211.12,212.05,210.76,211.81,,,
2/25/2015,211.66,212.24,211.22,211.63,,,
2/26/2015,211.52,211.71,210.65,211.38,,,
2/27/2015,211.26,211.58,210.6,210.66,,,
3/2/2015,210.78,212.06,210.72,211.99,,,
3/3/2015,211.47,212.05,210.08,211.12,,,
3/4/2015,210.4,210.49,209.06,210.23,,,
3/5/2015,210.62,210.8,209.85,210.46,,,
3/6/2015,210.46,210.46,207.1,207.5,,,
3/9/2015,207.74,208.79,207.55,208.36,,,
3/10/2015,206.71,206.81,204.93,204.98,,,
3/11/2015,205.29,205.5,204.4,204.5,,,
3/12/2015,205.26,207.18,205.2,207.1,,,
3/13/2015,206.77,207.93,204.58,205.83,,,
3/16/2015,206.71,208.69,205.86,208.58,,,
3/17/2015,207.69,208.42,206.98,207.96,,,
3/18/2015,207.39,211.27,206.62,210.46,,,
3/19/2015,209.96,210.47,209.03,209.5,,,
3/20/2015,209.71,211.02,209.49,210.41,,,
3/23/2015,210.42,211.11,210,210,,,
3/24/2015,209.85,210.4,208.74,208.82,,,
3/25/2015,209.07,209.35,205.71,205.76,,,
3/26/2015,204.96,206.37,204.12,205.27,,,
3/27/2015,205.13,205.95,204.9,205.74,,,
3/30/2015,206.98,208.61,206.96,208.25,,,
3/31/2015,207.26,208.1,206.36,206.43,,,
4/1/2015,206.43,206.43,204.51,205.7,,,
4/2/2015,205.62,206.98,205.4,206.44,,,
4/6/2015,206.44,208.45,205.21,207.83,,,
4/7/2015,207.86,208.76,207.24,207.28,,,
4/8/2015,207.55,208.51,207.08,207.98,,,
4/9/2015,207.78,209.18,207.19,208.9,,,
4/10/2015,209.2,210.09,208.96,210.04,,,
4/13/2015,209.87,210.63,209.03,209.09,,,
4/14/2015,208.85,209.71,208.1,209.49,,,
4/15/2015,210.05,211.04,209.95,210.43,,,
4/16/2015,210.03,210.98,209.79,210.37,,,
4/17/2015,208.94,209.23,207.01,207.95,,,
4/20/2015,209.06,210.25,208.96,209.85,,,
4/21/2015,210.67,210.86,209.24,209.6,,,
4/22/2015,210.01,210.85,208.9,210.63,,,
4/23/2015,210.15,211.94,210.01,211.16,,,
4/24/2015,211.66,211.97,211.11,211.65,,,
4/27/2015,212.33,212.48,210.54,210.77,,,
4/28/2015,210.74,211.5,209.33,211.44,,,
4/29/2015,211.44,211.44,209.6,210.57,,,
4/30/2015,209.88,210.35,207.62,208.46,,,
5/1/2015,209.4,210.77,209.28,210.72,,,
5/4/2015,211.23,212.02,211.1,211.32,,,
5/5/2015,211.03,211.46,208.73,208.9,,,
5/6/2015,209.56,209.93,206.76,208.04,,,
5/7/2015,207.92,209.38,207.52,208.87,,,
5/8/2015,210.88,211.86,210.78,211.62,,,
5/11/2015,211.57,211.89,210.52,210.61,,,
5/12/2015,209.61,210.63,208.62,209.98,,,
5/13/2015,210.47,211.22,209.74,210.02,,,
5/14/2015,211.24,212.32,210.91,212.21,,,
5/15/2015,212.44,212.61,211.86,212.44,,,
5/18/2015,212.24,213.4,212.16,213.1,,,
5/19/2015,213.24,213.57,212.69,213.03,,,
5/20/2015,213.15,213.78,212.5,212.88,,,
5/21/2015,212.71,213.75,212.51,213.5,,,
5/22/2015,213.04,213.54,212.91,212.99,,,
5/26/2015,212.4,212.91,210.2,210.7,,,
5/27/2015,211.25,212.98,210.76,212.7,,,
5/28/2015,212.33,212.59,211.63,212.46,,,
5/29/2015,212.38,212.43,210.82,211.14,,,
6/1/2015,211.94,212.34,210.62,211.57,,,
6/2/2015,211.02,212.19,210.27,211.36,,,
6/3/2015,212,212.67,211.33,211.92,,,
6/4/2015,211.07,211.86,209.75,210.13,,,
6/5/2015,209.95,210.58,208.98,209.77,,,
6/8/2015,209.64,209.82,208.39,208.42,,,
6/9/2015,208.45,209.1,207.69,208.45,,,
6/10/2015,209.37,211.41,209.3,210.96,,,
6/11/2015,211.48,212.09,211.2,211.65,,,
6/12/2015,210.64,211.48,209.68,209.93,,,
6/15/2015,208.64,209.45,207.79,209.1,,,
6/16/2015,208.93,210.35,208.72,210.25,,,
6/17/2015,210.59,211.32,209.36,210.59,,,
6/18/2015,211.31,213.34,210.63,212.71,,,
6/19/2015,211.46,211.55,210.36,210.81,,,
6/22/2015,211.91,212.59,211.64,211.89,,,
6/23/2015,212.14,212.44,211.57,212.05,,,
6/24/2015,211.72,212.17,210.47,210.51,,,
6/25/2015,211.1,211.25,209.77,209.83,,,
6/26/2015,210.29,210.58,209.16,209.9,,,
6/29/2015,208.05,209.83,205.33,205.47,,,
6/30/2015,207.26,207.32,205.28,205.89,,,
7/1/2015,207.73,208.03,206.56,207.57,,,
7/2/2015,208.07,208.27,206.81,207.32,,,
7/6/2015,205.77,207.65,205.53,206.67,,,
7/7/2015,206.96,208.17,204.11,208.01,,,
7/8/2015,206.42,206.76,204.25,204.53,,,
7/9/2015,207.04,207.35,204.77,204.8,,,
7/10/2015,207.29,207.98,204.95,207.48,,,
7/13/2015,208.99,209.9,208.94,209.76,,,
7/14/2015,209.72,211.05,209.65,210.72,,,
7/15/2015,210.73,211.28,210.04,210.63,,,
7/16/2015,211.87,212.3,211.58,212.27,,,
7/17/2015,212.29,212.55,211.8,212.47,,,
7/20/2015,212.75,213.18,212.21,212.62,,,
7/21/2015,212.43,212.74,211.39,211.76,,,
7/22/2015,210.93,211.77,210.89,211.29,,,
7/23/2015,211.53,211.65,209.75,210.14,,,
7/24/2015,210.3,210.37,207.6,207.94,,,
7/27/2015,208,208,206.26,206.74,,,
7/28/2015,207.79,209.5,206.8,209.31,,,
7/29/2015,209.48,211.04,209.31,210.77,,,
7/30/2015,210.16,211.02,209.42,210.82,,,
7/31/2015,211.42,211.45,210.16,210.45,,,
8/3/2015,210.46,210.53,208.65,209.73,,,
8/4/2015,209.7,210.25,208.8,209.32,,,
8/5/2015,210.45,211.31,209.73,210.1,,,
8/6/2015,210.29,210.42,207.65,208.35,,,
8/7/2015,208.16,208.34,206.87,207.92,,,
8/10/2015,209.28,210.67,209.28,210.63,,,
8/11/2015,208.97,209.47,207.76,208.66,,,
8/12/2015,207.11,209.14,205.36,208.92,,,
8/13/2015,208.73,209.55,208.01,208.7,,,
8/14/2015,208.43,209.51,208.26,209.36,,,
8/17/2015,208.71,210.59,208.16,210.56,,,
8/18/2015,210.26,210.68,209.7,209.93,,,
8/19/2015,209.09,210.01,207.35,208.28,,,
8/20/2015,206.51,208.29,203.9,204.01,,,
8/21/2015,201.73,203.94,197.52,197.63,,,
8/24/2015,187.49,197.48,182.4,189.5,,,
8/25/2015,195.43,195.45,186.92,187.23,,,
8/26/2015,192.08,194.79,188.37,194.68,,,
8/27/2015,197.02,199.42,195.21,199.16,,,
8/28/2015,198.5,199.84,197.92,199.24,,,
8/31/2015,198.11,199.13,197.01,197.54,,,
9/1/2015,193.12,194.77,190.73,191.77,,,
9/2/2015,194.62,195.46,192.42,195.41,,,
9/3/2015,196.26,198.05,194.96,195.65,,,
9/4/2015,192.85,193.86,191.61,192.59,,,
9/8/2015,195.94,197.61,195.17,197.46,,,
9/9/2015,199.32,199.47,194.35,194.76,,,
9/10/2015,194.56,197.22,194.25,195.85,,,
9/11/2015,195.38,196.82,194.53,196.74,,,
9/14/2015,196.95,197.01,195.43,195.98,,,
9/15/2015,196.61,198.99,195.96,198.45,,,
9/16/2015,198.82,200.41,198.41,200.14,,,
9/17/2015,200.02,202.89,199.28,199.7,,,
9/18/2015,195.71,198.68,194.96,195.36,,,
9/21/2015,196.44,197.68,195.21,196.44,,,
9/22/2015,193.88,194.46,192.56,193.9,,,
9/23/2015,194.11,194.67,192.91,193.6,,,
9/24/2015,192.15,193.45,190.56,192.93,,,
9/25/2015,194.64,195,191.81,192.87,,,
9/28/2015,191.78,191.91,187.64,187.91,,,
9/29/2015,188.27,189.74,186.93,188.08,,,
9/30/2015,190.37,191.83,189.44,191.59,,,
10/1/2015,192.08,192.49,189.82,192.13,,,
10/2/2015,189.77,195.03,189.12,195,,,
10/5/2015,196.46,198.74,196.33,198.47,,,
10/6/2015,198.31,198.98,197,197.79,,,
10/7/2015,198.9,199.83,197.48,199.41,,,
10/8/2015,198.95,201.55,198.59,201.21,,,
10/9/2015,201.38,201.9,200.58,201.33,,,
10/12/2015,201.42,201.76,200.91,201.52,,,
10/13/2015,200.65,202.16,200.05,200.25,,,
10/14/2015,200.18,200.87,198.94,199.29,,,
10/15/2015,200.08,202.36,199.64,202.35,,,
10/16/2015,202.83,203.29,201.92,203.27,,,
10/19/2015,202.5,203.37,202.13,203.37,,,
10/20/2015,202.85,203.84,202.55,203.11,,,
10/21/2015,203.61,203.79,201.65,201.85,,,
10/22/2015,202.98,205.51,201.85,205.21,,,
10/23/2015,207.25,207.95,206.3,207.52,,,
10/26/2015,207.3,207.37,206.56,206.99,,,
10/27/2015,206.2,207,205.79,206.57,,,
10/28/2015,207,208.98,206.21,208.94,,,
10/29/2015,208.35,209.27,208.21,208.89,,,
10/30/2015,209.06,209.44,207.74,207.93,,,
11/2/2015,208.32,210.62,208.17,210.39,,,
11/3/2015,209.97,211.66,209.7,211,,,
11/4/2015,211.35,211.5,209.72,210.38,,,
